#of-trainings	p1-training-won	p2-training-won	draw-training	#of-test-games	p1-test-won	p2-test-won	draw-test	best-loss	average-rounds-played	duration
365000	0	360781	4219	1000	0	827	173	0.0004696388093662254	7.1	52.5
366000	0	361765	4235	1000	0	756	244	0.0004696388093662254	8.6	65.3
367000	0	362747	4253	1000	0	740	260	0.0004696388093662254	9.5	74.0
368000	0	363732	4268	1000	0	761	239	0.0004696388093662254	9.4	74.2
369000	0	364716	4284	1000	0	888	112	0.0004696388093662254	5.0	34.7
370000	0	365703	4297	1000	0	738	262	0.0004696388093662254	9.5	74.7
371000	0	366694	4306	1000	0	756	244	0.0004696388093662254	9.0	71.4
372000	0	367686	4314	1000	0	748	252	0.0004696388093662254	8.9	69.6
373000	0	368675	4325	1000	0	710	290	0.0004696388093662254	9.6	75.7
374000	0	369659	4341	1000	0	756	244	0.0004696388093662254	9.0	70.9
375000	0	370642	4358	1000	0	751	249	0.0004696388093662254	9.3	71.8
376000	0	371628	4372	1000	0	805	195	0.0004696388093662254	8.7	66.8
377000	0	372614	4386	1000	0	713	287	0.0004696388093662254	9.7	75.6
378000	0	373605	4395	1000	0	786	214	0.0004696388093662254	8.6	66.2
379000	0	374595	4405	1000	0	747	253	0.0004696388093662254	9.4	74.2
380000	0	375586	4414	1000	0	903	97	0.0004696388093662254	6.3	45.0
381000	0	376574	4426	1000	0	765	235	0.0004696388093662254	9.4	74.0
382000	0	377567	4433	1000	0	768	232	0.0004696388093662254	8.4	65.3
383000	0	378558	4442	1000	0	815	185	0.0004696388093662254	8.0	60.6
384000	0	379539	4461	1000	0	858	142	0.0004696388093662254	6.3	45.3
385000	0	380529	4471	1000	0	902	98	0.0004696388093662254	6.7	47.7
386000	0	381519	4481	1000	0	878	122	0.0004696388093662254	7.2	54.4
387000	0	382505	4495	1000	0	759	241	0.0004696388093662254	9.3	71.5
388000	0	383495	4505	1000	0	729	271	0.0004696388093662254	9.3	71.9
389000	0	384485	4515	1000	0	856	144	0.0004696388093662254	7.1	52.7
390000	0	385477	4523	1000	0	748	252	0.0004696388093662254	9.4	73.6
391000	0	386459	4541	1000	0	751	249	0.0004696388093662254	9.0	69.0
392000	0	387446	4554	1000	0	750	250	0.0004696388093662254	9.4	73.9
393000	0	388425	4575	1000	0	741	259	0.0004696388093662254	9.2	71.7
394000	0	389411	4589	1000	0	762	238	0.0004696388093662254	8.9	71.3
395000	0	390396	4604	1000	0	774	226	0.0004696388093662254	8.2	64.4
396000	0	391380	4620	1000	0	958	42	0.0004696388093662254	5.5	37.2
397000	0	392370	4630	1000	0	719	281	0.0004696388093662254	9.6	76.9
398000	0	393354	4646	1000	0	726	274	0.0004696388093662254	9.8	76.6
399000	0	394341	4659	1000	0	725	275	0.0004696388093662254	9.6	75.0
400000	0	395326	4674	1000	0	929	71	0.0004696388093662254	5.9	42.8
401000	0	396311	4689	1000	0	728	272	0.0004696388093662254	10.0	78.2
402000	0	397301	4699	1000	0	712	288	0.0004696388093662254	10.0	78.2
403000	0	398287	4713	1000	0	841	159	0.0004696388093662254	6.7	48.8
404000	0	399269	4731	1000	0	730	270	0.0004696388093662254	9.7	75.9
405000	0	400257	4743	1000	0	769	231	0.0004696388093662254	8.9	68.7
406000	0	401241	4759	1000	0	825	175	0.0004696388093662254	7.4	54.5
407000	0	402221	4779	1000	0	783	217	0.0004696388093662254	8.7	69.1
408000	0	403214	4786	1000	0	720	280	0.0004696388093662254	9.4	72.3
409000	0	404203	4797	1000	0	767	233	0.0004696388093662254	9.1	71.2
410000	0	405188	4812	1000	0	934	66	0.0004696388093662254	6.0	44.9
411000	0	406183	4817	1000	0	732	268	0.0004696388093662254	9.3	72.7
412000	0	407167	4833	1000	0	851	149	0.0004696388093662254	7.5	57.0
413000	0	408152	4848	1000	0	811	189	0.0004696388093662254	8.8	68.1
414000	0	409138	4862	1000	0	778	222	0.0004696388093662254	9.1	70.0
415000	0	410121	4879	1000	0	729	271	0.0004696388093662254	9.7	75.8
416000	0	411102	4898	1000	0	729	271	0.0004696388093662254	9.6	74.8
417000	0	412088	4912	1000	0	829	171	0.0004696388093662254	7.7	57.0
418000	0	413069	4931	1000	0	767	233	0.0004696388093662254	8.9	69.4
419000	0	414058	4942	1000	0	763	237	0.0004696388093662254	8.8	68.7
420000	0	415052	4948	1000	0	914	86	0.0004696388093662254	6.2	43.7
421000	0	416046	4954	1000	0	831	169	0.0004696388093662254	7.9	59.1
422000	0	417034	4966	1000	0	850	150	0.0004696388093662254	7.7	57.8
423000	0	418023	4977	1000	0	939	61	0.0004696388093662254	5.4	37.6
424000	0	419013	4987	1000	0	733	267	0.0004696388093662254	9.7	77.0
425000	0	420002	4998	1000	0	922	78	0.0004696388093662254	6.0	44.6
426000	0	420995	5005	1000	0	886	114	0.0004696388093662254	4.9	32.3
427000	0	421981	5019	1000	0	814	186	0.0004696388093662254	8.2	62.7
428000	0	422965	5035	1000	0	770	230	0.0004696388093662254	8.8	68.5
429000	0	423952	5048	1000	0	746	254	0.0004696388093662254	9.2	72.5
430000	0	424942	5058	1000	0	755	245	0.0004696388093662254	9.2	71.7
431000	0	425929	5071	1000	0	751	249	0.0004696388093662254	9.5	73.8
432000	0	426916	5084	1000	0	782	218	0.0004696388093662254	8.9	68.9
433000	0	427906	5094	1000	0	862	138	0.0004696388093662254	7.4	54.3
434000	0	428898	5102	1000	0	749	251	0.0004696388093662254	9.3	72.5
435000	0	429883	5117	1000	0	741	259	0.0004696388093662254	9.2	70.5
436000	0	430877	5123	1000	0	787	213	0.0004696388093662254	8.6	66.1
437000	0	431871	5129	1000	0	803	197	0.0004696388093662254	8.3	63.7
438000	0	432861	5139	1000	0	743	257	0.0004696388093662254	9.3	73.4
439000	0	433847	5153	1000	0	755	245	0.0004696388093662254	9.0	71.6
440000	0	434831	5169	1000	0	758	242	0.0004696388093662254	9.1	72.4
441000	0	435813	5187	1000	0	884	116	0.0004696388093662254	6.8	49.1
442000	0	436798	5202	1000	0	956	44	0.0004696388093662254	5.5	36.6
443000	0	437787	5213	1000	0	942	58	0.0004696388093662254	5.6	40.1
444000	0	438772	5228	1000	0	919	81	0.0004696388093662254	6.0	42.3
445000	0	439761	5239	1000	0	851	149	0.0004696388093662254	7.7	57.9
446000	0	440749	5251	1000	0	755	245	0.0004696388093662254	9.2	70.3
447000	0	441742	5258	1000	0	720	280	0.0004696388093662254	9.4	73.5
448000	0	442732	5268	1000	0	746	254	0.0004696388093662254	9.2	71.6
449000	0	443726	5274	1000	0	739	261	0.0004696388093662254	9.0	69.9
450000	0	444716	5284	1000	0	792	208	0.0004696388093662254	8.3	63.0
451000	0	445706	5294	1000	0	957	43	0.0004696388093662254	5.3	35.3
452000	0	446695	5305	1000	0	891	109	0.0004696388093662254	5.0	34.4
453000	0	447682	5318	1000	0	753	247	0.0004696388093662254	9.0	69.8
454000	0	448667	5333	1000	0	817	183	0.0004696388093662254	7.8	58.7
455000	0	449651	5349	1000	0	763	237	0.0004696388093662254	9.0	70.4
456000	0	450643	5357	1000	0	747	253	0.0004696388093662254	9.0	70.8
457000	0	451630	5370	1000	0	717	283	0.0004696388093662254	9.8	76.8
458000	0	452619	5381	1000	0	820	180	0.0004696388093662254	7.9	58.9
459000	0	453606	5394	1000	0	724	276	0.0004696388093662254	9.6	75.3
460000	0	454597	5403	1000	0	723	277	0.0004696388093662254	9.6	75.6
461000	0	455589	5411	1000	0	775	225	0.0004696388093662254	8.9	69.1
462000	0	456583	5417	1000	0	757	243	0.0004696388093662254	8.9	68.5
463000	0	457572	5428	1000	0	772	228	0.0004696388093662254	8.7	67.9
464000	0	458553	5447	1000	0	776	224	0.0004696388093662254	8.9	70.1
465000	0	459549	5451	1000	0	917	83	0.0004696388093662254	6.2	44.9
466000	0	460542	5458	1000	0	870	130	0.0004696388093662254	7.1	52.2
467000	0	461530	5470	1000	0	969	31	0.0004696388093662254	5.3	36.2
468000	0	462515	5485	1000	0	758	242	0.0004696388093662254	9.0	70.2
469000	0	463493	5507	1000	0	737	263	0.0004696388093662254	9.6	76.0
470000	0	464484	5516	1000	0	907	93	0.0004696388093662254	6.8	49.3
471000	0	465475	5525	1000	0	738	262	0.0004696388093662254	9.1	70.5
472000	0	466458	5542	1000	0	751	249	0.0004696388093662254	9.3	71.7
473000	0	467449	5551	1000	0	708	292	0.0004696388093662254	10.1	82.9
474000	0	468440	5560	1000	0	783	217	0.0004696388093662254	8.6	66.9
475000	0	469433	5567	1000	0	740	260	0.0004696388093662254	9.6	74.5
476000	0	470421	5579	1000	0	735	265	0.0004696388093662254	9.6	77.2
477000	0	471409	5591	1000	0	767	233	0.0004696388093662254	8.9	69.5
478000	0	472403	5597	1000	0	766	234	0.0004696388093662254	8.7	67.5
479000	0	473398	5602	1000	0	961	39	0.0004696388093662254	5.3	35.4
480000	0	474389	5611	1000	0	740	260	0.0004696388093662254	9.0	70.9
481000	0	475377	5623	1000	0	754	246	0.0004696388093662254	8.9	69.0
482000	0	476366	5634	1000	0	765	235	0.0004696388093662254	9.1	70.1
483000	0	477351	5649	1000	0	771	229	0.0004696388093662254	8.8	68.5
484000	0	478336	5664	1000	0	738	262	0.0004696388093662254	9.9	77.5
485000	0	479321	5679	1000	0	751	249	0.0004696388093662254	9.2	71.1
486000	0	480314	5686	1000	0	910	90	0.0004696388093662254	6.6	45.9
487000	0	481307	5693	1000	0	896	104	0.0004696388093662254	6.6	48.7
488000	0	482298	5702	1000	0	780	220	0.0004696388093662254	8.9	69.9
489000	0	483282	5718	1000	0	764	236	0.0004696388093662254	8.8	71.2
490000	0	484263	5737	1000	0	757	243	0.0004696388093662254	9.2	73.5
491000	0	485254	5746	1000	0	731	269	0.0004696388093662254	9.2	71.4
492000	0	486243	5757	1000	0	754	246	0.0004696388093662254	9.2	72.5
493000	0	487234	5766	1000	0	734	266	0.0004696388093662254	9.7	77.8
494000	0	488220	5780	1000	0	791	209	0.0004696388093662254	8.3	62.9
495000	0	489214	5786	1000	0	769	231	0.0004696388093662254	8.7	66.3
496000	0	490201	5799	1000	0	745	255	0.0004696388093662254	9.4	73.4
497000	0	491184	5816	1000	0	765	235	0.0004696388093662254	9.1	70.2
498000	0	492169	5831	1000	0	848	152	0.0004696388093662254	7.6	56.8
499000	0	493163	5837	1000	0	781	219	0.0004696388093662254	8.8	68.3
500000	0	494151	5849	1000	0	735	265	0.0004696388093662254	9.5	74.1
501000	0	495142	5858	1000	0	888	112	0.0004696388093662254	6.7	49.0
502000	0	496129	5871	1000	0	734	266	0.0004696388093662254	9.3	72.0
503000	0	497120	5880	1000	0	743	257	0.0004696388093662254	9.5	74.2
504000	0	498111	5889	1000	0	762	238	0.0004696388093662254	8.9	70.1
505000	0	499105	5895	1000	0	737	263	0.0004696388093662254	9.6	77.6
506000	0	500095	5905	1000	0	780	220	0.0004696388093662254	8.5	65.1
507000	0	501084	5916	1000	0	743	257	0.0004696388093662254	9.5	75.9
508000	0	502074	5926	1000	0	761	239	0.0004696388093662254	9.2	73.4
509000	0	503063	5937	1000	0	885	115	0.0004696388093662254	6.5	48.6
510000	0	504049	5951	1000	0	794	206	0.0004696388093662254	8.5	66.6
511000	0	505042	5958	1000	0	743	257	0.0004696388093662254	9.3	72.8
512000	0	506032	5968	1000	0	785	215	0.0004696388093662254	8.5	66.3
513000	0	507025	5975	1000	0	740	260	0.0004696388093662254	9.3	72.2
514000	0	508012	5988	1000	0	823	177	0.0004696388093662254	8.0	61.9
515000	0	509007	5993	1000	0	724	276	0.0004696388093662254	9.9	76.3
516000	0	509998	6002	1000	0	865	135	0.0004696388093662254	5.5	38.8
517000	0	510984	6016	1000	0	719	281	0.0004696388093662254	9.4	71.9
518000	0	511973	6027	1000	0	876	124	0.0004696388093662254	6.6	48.7
519000	0	512962	6038	1000	0	917	83	0.0004696388093662254	6.1	43.7
520000	0	513947	6053	1000	0	799	201	0.0004696388093662254	7.7	58.6
521000	0	514932	6068	1000	0	817	183	0.0004696388093662254	7.8	59.7
522000	0	515916	6084	1000	0	759	241	0.0004696388093662254	8.8	68.5
523000	0	516902	6098	1000	0	767	233	0.0004696388093662254	9.4	74.5
524000	0	517890	6110	1000	0	732	268	0.0004696388093662254	9.7	76.5
525000	0	518880	6120	1000	0	835	165	0.0004696388093662254	6.6	48.8
526000	0	519877	6123	1000	0	829	171	0.0004696388093662254	7.7	57.6
527000	0	520866	6134	1000	0	779	221	0.0004696388093662254	8.9	68.9
528000	0	521853	6147	1000	0	790	210	0.0004696388093662254	8.1	62.4
529000	0	522835	6165	1000	0	808	192	0.0004696388093662254	8.1	61.6
530000	0	523829	6171	1000	0	774	226	0.0004696388093662254	9.0	71.0
531000	0	524823	6177	1000	0	891	109	0.0004696388093662254	5.3	36.5
532000	0	525807	6193	1000	0	880	120	0.0004696388093662254	6.4	47.0
533000	0	526792	6208	1000	0	767	233	0.0004696388093662254	9.0	70.1
534000	0	527779	6221	1000	0	725	275	0.0004696388093662254	9.4	74.1
535000	0	528772	6228	1000	0	764	236	0.0004696388093662254	9.2	72.1
536000	0	529764	6236	1000	0	744	256	0.0004696388093662254	9.2	71.1
537000	0	530739	6261	1000	0	751	249	0.0004696388093662254	9.5	74.8
538000	0	531720	6280	1000	0	774	226	0.0004696388093662254	9.2	74.0
539000	0	532708	6292	1000	0	770	230	0.0004696388093662254	9.0	76.0
540000	0	533698	6302	1000	0	943	57	0.0004696388093662254	5.7	51.3
541000	0	534682	6318	1000	0	957	43	0.0004696388093662254	5.7	38.3
542000	0	535673	6327	1000	0	737	263	0.0004696388093662254	9.2	72.7
543000	0	536663	6337	1000	0	764	236	0.0004696388093662254	8.6	67.6
544000	0	537649	6351	1000	0	753	247	0.0004696388093662254	9.3	73.3
545000	0	538640	6360	1000	0	754	246	0.0004696388093662254	9.0	70.0
546000	0	539631	6369	1000	0	772	228	0.0004696388093662254	9.0	71.2
547000	0	540615	6385	1000	0	733	267	0.0004696388093662254	9.6	75.1
548000	0	541608	6392	1000	0	733	267	0.0004696388093662254	9.2	70.7
549000	0	542597	6403	1000	0	744	256	0.0004696388093662254	9.0	69.8
550000	0	543588	6412	1000	0	731	269	0.0004696388093662254	9.8	77.1
551000	0	544576	6424	1000	0	719	281	0.0004696388093662254	10.1	78.1
552000	0	545560	6440	1000	0	764	236	0.0004696388093662254	9.0	70.7
553000	0	546548	6452	1000	0	723	277	0.0004696388093662254	9.4	73.9
554000	0	547536	6464	1000	0	867	133	0.0004696388093662254	7.3	53.1
555000	0	548524	6476	1000	0	913	87	0.0004696388093662254	6.5	46.1
556000	0	549521	6479	1000	0	742	258	0.0004696388093662254	9.0	68.8
557000	0	550506	6494	1000	0	726	274	0.0004696388093662254	9.5	74.4
558000	0	551495	6505	1000	0	866	134	0.0004696388093662254	6.9	51.4
559000	0	552484	6516	1000	0	751	249	0.0004696388093662254	9.3	73.4
560000	0	553464	6536	1000	0	743	257	0.0004696388093662254	9.1	71.2
561000	0	554448	6552	1000	0	735	265	0.0004696388093662254	9.7	77.3
562000	0	555438	6562	1000	0	750	250	0.0004696388093662254	9.4	72.5
563000	0	556424	6576	1000	0	742	258	0.0004696388093662254	9.4	75.3
564000	0	557412	6588	1000	0	825	175	0.0004696388093662254	7.9	59.9
565000	0	558405	6595	1000	0	749	251	0.0004696388093662254	9.4	74.0
566000	0	559395	6605	1000	0	711	289	0.0004696388093662254	10.4	82.1
567000	0	560380	6620	1000	0	764	236	0.0004696388093662254	8.9	68.8
568000	0	561372	6628	1000	0	723	277	0.0004696388093662254	9.8	80.5
569000	0	562362	6638	1000	0	748	252	0.0004696388093662254	9.4	73.7
570000	0	563344	6656	1000	0	729	271	0.0004696388093662254	9.5	73.3
571000	0	564334	6666	1000	0	961	39	0.0004696388093662254	5.4	35.7
572000	0	565313	6687	1000	0	743	257	0.0004696388093662254	9.6	75.8
573000	0	566306	6694	1000	0	741	259	0.0004696388093662254	9.1	71.3
574000	0	567297	6703	1000	0	732	268	0.0004696388093662254	9.7	74.9
575000	0	568290	6710	1000	0	720	280	0.0004696388093662254	9.8	76.0
576000	0	569276	6724	1000	0	781	219	0.0004696388093662254	8.6	66.4
577000	0	570260	6740	1000	0	768	232	0.0004696388093662254	8.8	68.4
578000	0	571253	6747	1000	0	727	273	0.0004696388093662254	9.6	75.9
579000	0	572241	6759	1000	0	745	255	0.0004696388093662254	9.1	69.8
580000	0	573235	6765	1000	0	868	132	0.0004696388093662254	7.2	54.1
581000	0	574222	6778	1000	0	727	273	0.0004696388093662254	9.6	76.2
582000	0	575213	6787	1000	0	817	183	0.0004696388093662254	8.3	65.0
583000	0	576203	6797	1000	0	792	208	0.0004696388093662254	9.0	70.3
584000	0	577189	6811	1000	0	765	235	0.0004696388093662254	9.0	73.8
585000	0	578171	6829	1000	0	927	73	0.0004696388093662254	6.0	42.3
586000	0	579158	6842	1000	0	750	250	0.0004696388093662254	9.0	69.9
587000	0	580139	6861	1000	0	748	252	0.0004696388093662254	9.4	73.5
588000	0	581128	6872	1000	0	957	43	0.0004696388093662254	5.8	39.7
589000	0	582116	6884	1000	0	900	100	0.0004696388093662254	6.4	46.0
590000	0	583106	6894	1000	0	911	89	0.0004696388093662254	6.4	45.7
591000	0	584096	6904	1000	0	790	210	0.0004696388093662254	8.3	64.0
592000	0	585084	6916	1000	0	771	229	0.0004696388093662254	8.8	69.3
593000	0	586065	6935	1000	0	837	163	0.0004696388093662254	7.6	58.1
594000	0	587048	6952	1000	0	804	196	0.0004696388093662254	8.2	63.4
595000	0	588039	6961	1000	0	735	265	0.0004696388093662254	9.4	73.0
596000	0	589021	6979	1000	0	741	259	0.0004696388093662254	9.3	73.2
597000	0	590011	6989	1000	0	746	254	0.0004696388093662254	9.3	71.7
598000	0	590993	7007	1000	0	812	188	0.0004696388093662254	8.0	60.4
599000	0	591985	7015	1000	0	760	240	0.0004696388093662254	9.1	70.4
600000	0	592975	7025	1000	0	734	266	0.0004696388093662254	9.6	79.4
601000	0	593959	7041	1000	0	837	163	0.0004696388093662254	7.6	57.8
602000	0	594951	7049	1000	0	724	276	0.0004696388093662254	10.0	79.0
603000	0	595942	7058	1000	0	717	283	0.0004696388093662254	9.8	76.8
604000	0	596928	7072	1000	0	761	239	0.0004696388093662254	8.9	68.6
605000	0	597920	7080	1000	0	757	243	0.0004696388093662254	9.3	71.6
606000	0	598909	7091	1000	0	767	233	0.0004696388093662254	8.7	67.4
607000	0	599898	7102	1000	0	731	269	0.0004696388093662254	9.6	74.5
608000	0	600884	7116	1000	0	727	273	0.0004696388093662254	9.8	76.5
609000	0	601882	7118	1000	0	918	82	0.0004696388093662254	6.5	46.4
610000	0	602870	7130	1000	0	745	255	0.0004696388093662254	9.3	71.0
611000	0	603863	7137	1000	0	748	252	0.0004696388093662254	9.3	71.5
612000	0	604853	7147	1000	0	760	240	0.0004696388093662254	9.2	71.6
613000	0	605841	7159	1000	0	766	234	0.0004696388093662254	8.8	69.0
614000	0	606826	7174	1000	0	815	185	0.0004696388093662254	8.2	62.8
615000	0	607813	7187	1000	0	737	263	0.0004696388093662254	9.4	73.2
616000	0	608802	7198	1000	0	741	259	0.0004696388093662254	9.5	74.3
617000	0	609788	7212	1000	0	750	250	0.0004696388093662254	9.4	73.3
618000	0	610770	7230	1000	0	831	169	0.0004696388093662254	7.7	58.5
619000	0	611761	7239	1000	0	737	263	0.0004696388093662254	9.2	72.2
620000	0	612754	7246	1000	0	741	259	0.0004696388093662254	9.4	73.1
621000	0	613741	7259	1000	0	719	281	0.0004696388093662254	9.8	77.2
622000	0	614733	7267	1000	0	738	262	0.0004696388093662254	9.2	71.6
623000	0	615720	7280	1000	0	750	250	0.0004696388093662254	9.4	72.2
624000	0	616706	7294	1000	0	785	215	0.0004696388093662254	8.8	67.3
625000	0	617696	7304	1000	0	749	251	0.0004696388093662254	9.3	80.8
626000	0	618686	7314	1000	0	729	271	0.0004696388093662254	9.6	76.2
627000	0	619672	7328	1000	0	903	97	0.0004696388093662254	6.4	45.8
628000	0	620653	7347	1000	0	761	239	0.0004696388093662254	9.2	73.2
629000	0	621644	7356	1000	0	720	280	0.0004696388093662254	9.8	77.5
630000	0	622632	7368	1000	0	733	267	0.0004696388093662254	9.5	73.4
631000	0	623620	7380	1000	0	848	152	0.0004696388093662254	6.3	44.4
632000	0	624609	7391	1000	0	730	270	0.0004696388093662254	9.5	73.7
633000	0	625589	7411	1000	0	754	246	0.0004696388093662254	9.2	72.6
634000	0	626581	7419	1000	0	765	235	0.0004696388093662254	8.7	67.2
635000	0	627573	7427	1000	0	732	268	0.0004696388093662254	9.7	76.1
636000	0	628567	7433	1000	0	734	266	0.0004696388093662254	9.5	75.5
637000	0	629553	7447	1000	0	753	247	0.0004696388093662254	9.2	72.5
638000	0	630538	7462	1000	0	739	261	0.0004696388093662254	9.2	72.3
639000	0	631517	7483	1000	0	796	204	0.0004696388093662254	7.4	55.8
640000	0	632509	7491	1000	0	734	266	0.0004696388093662254	9.1	69.5
641000	0	633496	7504	1000	0	955	45	0.0004696388093662254	5.5	37.6
642000	0	634482	7518	1000	0	779	221	0.0004696388093662254	8.9	68.5
643000	0	635472	7528	1000	0	733	267	0.0004696388093662254	9.5	75.0
644000	0	636445	7555	1000	0	809	191	0.0004696388093662254	8.0	60.2
645000	0	637428	7572	1000	0	724	276	0.0004696388093662254	9.7	76.1
646000	0	638416	7584	1000	0	750	250	0.0004696388093662254	9.2	72.6
647000	0	639402	7598	1000	0	753	247	0.0004696388093662254	9.0	70.3
648000	0	640393	7607	1000	0	757	243	0.0004696388093662254	8.9	71.3
649000	0	641372	7628	1000	0	791	209	0.0004696388093662254	8.3	63.7
650000	0	642355	7645	1000	0	738	262	0.0004696388093662254	9.5	74.9
651000	0	643343	7657	1000	0	728	272	0.0004696388093662254	9.7	76.9
652000	0	644328	7672	1000	0	746	254	0.0004696388093662254	9.2	70.1
653000	0	645312	7688	1000	0	787	213	0.0004696388093662254	8.5	64.9
654000	0	646301	7699	1000	0	935	65	0.0004696388093662254	6.0	42.6
655000	0	647287	7713	1000	0	739	261	0.0004696388093662254	9.2	72.2
656000	0	648273	7727	1000	0	799	201	0.0004696388093662254	8.5	64.8
657000	0	649260	7740	1000	0	823	177	0.0004696388093662254	7.6	58.0
658000	0	650256	7744	1000	0	739	261	0.0004696388093662254	9.6	75.3
659000	0	651246	7754	1000	0	748	252	0.0004696388093662254	9.5	74.1
660000	0	652234	7766	1000	0	959	41	0.0004696388093662254	5.3	36.0
661000	0	653225	7775	1000	0	806	194	0.0004696388093662254	8.0	63.8
662000	0	654207	7793	1000	0	736	264	0.0004696388093662254	9.9	78.7
663000	0	655200	7800	1000	0	825	175	0.0004696388093662254	7.8	59.3
664000	0	656188	7812	1000	0	807	193	0.0004696388093662254	8.0	61.4
665000	0	657178	7822	1000	0	879	121	0.0004696388093662254	5.6	38.2
666000	0	658157	7843	1000	0	880	120	0.0004696388093662254	6.7	49.9
667000	0	659146	7854	1000	0	729	271	0.0004696388093662254	9.5	73.7
668000	0	660134	7866	1000	0	757	243	0.0004696388093662254	9.2	72.1
669000	0	661119	7881	1000	0	966	34	0.0004696388093662254	5.3	35.7
670000	0	662109	7891	1000	0	839	161	0.0004696388093662254	7.7	57.1
671000	0	663101	7899	1000	0	742	258	0.0004696388093662254	9.5	72.4
672000	0	664087	7913	1000	0	737	263	0.0004696388093662254	9.6	72.4
673000	0	665073	7927	1000	0	950	50	0.0004696388093662254	5.6	37.2
674000	0	666055	7945	1000	0	891	109	0.0004696388093662254	5.0	33.4
675000	0	667050	7950	1000	0	821	179	0.0004696388093662254	7.8	60.4
676000	0	668037	7963	1000	0	734	266	0.0004696388093662254	9.1	70.7
677000	0	669030	7970	1000	0	947	53	0.0004696388093662254	5.7	39.0
678000	0	670022	7978	1000	0	770	230	0.0004696388093662254	8.6	66.5
679000	0	671016	7984	1000	0	732	268	0.0004696388093662254	9.5	73.3
680000	0	672007	7993	1000	0	760	240	0.0004696388093662254	9.1	70.4
681000	0	672994	8006	1000	0	831	169	0.0004696388093662254	8.0	61.1
682000	0	673976	8024	1000	0	808	192	0.0004696388093662254	8.0	61.9
683000	0	674958	8042	1000	0	822	178	0.0004696388093662254	8.1	60.4
684000	0	675945	8055	1000	0	904	96	0.0004696388093662254	6.5	46.5
685000	0	676934	8066	1000	0	853	147	0.0004696388093662254	6.8	50.1
686000	0	677921	8079	1000	0	924	76	0.0004696388093662254	6.0	42.1
687000	0	678912	8088	1000	0	766	234	0.0004696388093662254	8.8	69.7
688000	0	679903	8097	1000	0	794	206	0.0004696388093662254	8.3	64.6
689000	0	680886	8114	1000	0	867	133	0.0004696388093662254	6.0	43.1
690000	0	681874	8126	1000	0	834	166	0.0004696388093662254	8.0	61.5
691000	0	682863	8137	1000	0	929	71	0.0004696388093662254	6.2	43.3
692000	0	683850	8150	1000	0	861	139	0.0004696388093662254	7.6	56.4
693000	0	684838	8162	1000	0	762	238	0.0004696388093662254	8.7	71.1
694000	0	685826	8174	1000	0	752	248	0.0004696388093662254	9.5	75.2
695000	0	686814	8186	1000	0	759	241	0.0004696388093662254	9.2	72.7
696000	0	687793	8207	1000	0	879	121	0.0004696388093662254	5.8	40.7
697000	0	688779	8221	1000	0	898	102	0.0004696388093662254	6.4	46.3
698000	0	689763	8237	1000	0	854	146	0.0004696388093662254	7.7	58.7
699000	0	690749	8251	1000	0	931	69	0.0004696388093662254	6.2	42.7
700000	0	691741	8259	1000	0	754	246	0.0004696388093662254	8.8	67.5
701000	0	692727	8273	1000	0	784	216	0.0004696388093662254	8.6	67.1
702000	0	693706	8294	1000	0	762	238	0.0004696388093662254	9.2	73.2
703000	0	694695	8305	1000	0	818	182	0.0004696388093662254	8.5	64.8
704000	0	695689	8311	1000	0	888	112	0.0004696388093662254	4.8	31.6
705000	0	696679	8321	1000	0	758	242	0.0004696388093662254	9.1	70.8
706000	0	697662	8338	1000	0	928	72	0.0004696388093662254	5.8	41.5
707000	0	698648	8352	1000	0	758	242	0.0004696388093662254	9.1	70.3
708000	0	699627	8373	1000	0	898	102	0.0004696388093662254	4.6	30.7
709000	0	700611	8389	1000	0	732	268	0.0004696388093662254	9.7	77.8
710000	0	701600	8400	1000	0	950	50	0.0004696388093662254	5.5	37.8
711000	0	702593	8407	1000	0	839	161	0.0004696388093662254	7.5	56.0
712000	0	703576	8424	1000	0	881	119	0.0004696388093662254	5.4	37.6
713000	0	704555	8445	1000	0	955	45	0.0004696388093662254	5.5	36.9
714000	0	705543	8457	1000	0	752	248	0.0004696388093662254	9.5	75.2
715000	0	706537	8463	1000	0	800	200	0.0004696388093662254	8.3	62.8
716000	0	707524	8476	1000	0	954	46	0.0004696388093662254	5.7	37.9
717000	0	708511	8489	1000	0	787	213	0.0004696388093662254	7.9	59.9
718000	0	709488	8512	1000	0	841	159	0.0004696388093662254	7.4	55.6
719000	0	710478	8522	1000	0	906	94	0.0004696388093662254	6.5	46.5
720000	0	711461	8539	1000	0	807	193	0.0004696388093662254	7.5	56.3
721000	0	712454	8546	1000	0	762	238	0.0004696388093662254	9.0	69.2
722000	0	713442	8558	1000	0	724	276	0.0004696388093662254	9.8	93.8
723000	0	714429	8571	1000	0	795	205	0.0004696388093662254	7.9	73.5
724000	0	715413	8587	1000	0	832	168	0.0004696388093662254	7.7	58.9
725000	0	716400	8600	1000	0	756	244	0.0004696388093662254	8.8	68.8
726000	0	717387	8613	1000	0	937	63	0.0004696388093662254	5.8	40.5
727000	0	718372	8628	1000	0	748	252	0.0004696388093662254	9.1	70.0
728000	0	719359	8641	1000	0	902	98	0.0004696388093662254	6.4	46.6
729000	0	720349	8651	1000	0	717	283	0.0004696388093662254	9.5	74.0
730000	0	721337	8663	1000	0	748	252	0.0004696388093662254	9.4	75.1
